ID,time,locx,locy,mode
GG1,0.0,206,105,GG
GG1,6.529137385091821,202,112,GG
GG1,12.133955563039024,201,119,GG
GG1,20.209140029708543,197,132,GG
GG1,27.28828267380976,187,126,GG
GG1,32.38015564701646,181,122,GG
GG1,41.062666490697765,174,127,GG
GG1,47.94397801822393,175,127,GG
GG2,0.0,150,110,GG
GG2,5.563759656838223,158,112,GG
GG2,12.270360374004778,155,121,GG
GG2,16.52653235381544,155,126,GG
GG2,22.35416801014931,154,126,GG
GG3,0.0,103,169,GG
GG3,6.795007993446044,109,161,GG
GG3,13.162927197147663,108,150,GG
GG3,18.833465743899794,115,153,GG
GG3,24.758105527118172,114,154,GG
GG4,0.0,104,115,GG
GG4,5.677464986162274,96,112,GG
GG4,9.747113301021612,90,111,GG
GG4,16.042554544986103,80,109,GG
GG4,20.840784505042997,85,103,GG
GG4,26.017533420434987,87,100,GG
GG5,0.0,151,189,GG
GG5,8.022764155560964,136,191,GG
GG5,13.525856555086097,128,190,GG
GG5,19.34253409108706,118,186,GG
GG5,26.290972742184167,119,185,GG
GG6,0.0,166,112,GG
GG6,2.9893526760924316,162,111,GG
GG6,8.624482517405374,153,112,GG
GG6,14.499981153628093,144,109,GG
GG6,21.290187830715745,134,111,GG
GG6,27.817841455988557,124,111,GG
GG6,32.97653733702805,121,112,GG
GG7,0.0,154,73,GG
GG7,4.504825006434819,149,75,GG
GG7,10.003515224785513,153,82,GG
GG7,15.649620250337641,161,89,GG
GG7,21.14245783411036,160,87,GG
GG8,0.0,66,157,GG
GG8,5.886425521318177,66,169,GG
GG8,11.457492822652164,65,179,GG
GG8,18.01514822891081,63,182,GG
GG8,24.277623685808624,69,180,GG
GG8,29.556388361187004,80,180,GG
GG8,37.71060832065481,84,180,GG
GG9,0.0,63,115,GG
GG9,5.6187889641166775,58,119,GG
GG9,10.680369157518616,52,127,GG
GG9,16.84663865129366,51,136,GG
GG9,22.113149008640814,46,138,GG
GG9,27.4001593541385,43,131,GG
GG9,33.38716620058126,42,132,GG
GG10,0.0,103,169,GG
GG10,7.083763507766124,101,181,GG
GG10,13.648070200790556,93,180,GG
GG10,18.778945699091103,85,182,GG
GG10,25.51835104981975,82,180,GG
GG11,0.0,234,162,GG
GG11,6.633810034069012,234,150,GG
GG11,12.133847943748489,228,146,GG
GG11,19.748425657302246,224,133,GG
GG11,26.778936825536473,217,133,GG
GG11,33.037739359440536,208,132,GG
GG11,37.12560726115245,201,132,GG
GG11,44.376737204161216,200,119,GG
GG11,51.47555078913047,197,115,GG
GG11,58.0745759664312,198,113,GG
GG12,0.0,192,148,GG
GG12,5.6886486275762795,196,140,GG
GG12,11.684487213991396,200,131,GG
GG12,18.089195806915445,211,133,GG
GG12,25.417652566197077,217,133,GG
GG13,0.0,77,149,GG
GG13,5.580087537657114,86,148,GG
GG13,12.70769067117483,98,148,GG
GG13,18.94742472168625,107,150,GG
GG13,26.09891916866692,107,150,GG
GG14,0.0,59,117,GG
GG14,3.6612284490937586,56,122,GG
GG14,10.202423017663554,57,129,GG
GG14,15.512481280103259,62,135,GG
GG14,21.023897106673513,67,128,GG
GG14,28.193506181869164,69,126,GG
GG15,0.0,54,126,GG
GG15,6.780127899818001,61,133,GG
GG15,12.97794485983212,58,144,GG
GG15,20.477779604072353,56,155,GG
GG15,26.476860965989996,54,159,GG
GG16,0.0,217,85,GG
GG16,5.890587626080417,219,92,GG
GG16,12.167505855538195,220,92,GG
GG16,16.347434619166044,224,86,GG
GG16,23.081265434095425,224,83,GG
GG17,0.0,226,207,GG
GG17,5.438520397669867,216,209,GG
GG17,10.420911426737074,209,206,GG
GG17,15.549206346529605,198,206,GG
GG17,22.171840089168214,190,208,GG
GG18,0.0,112,186,GG
GG18,5.912771562202946,104,183,GG
GG18,12.157506822017885,97,180,GG
GG18,19.34092922764125,94,179,GG
GG18,25.47425627143413,91,177,GG
GG19,0.0,40,199,GG
GG19,6.191129417292405,43,191,GG
GG19,11.322068496391635,48,187,GG
GG19,17.71737366986225,48,195,GG
GG19,24.599893339469762,49,195,GG
GG20,0.0,219,104,GG
GG20,6.438827209280101,220,111,GG
GG20,11.852846459394812,222,119,GG
GG20,17.92590413962799,224,132,GG
GG20,25.119675362567676,224,133,GG
GG21,0.0,137,106,GG
GG21,7.357859206963223,146,111,GG
GG21,14.050957825225273,157,110,GG
GG21,19.78917979041993,164,111,GG
GG21,26.523806351035965,175,116,GG
GG21,33.3517436486859,175,116,GG
GG22,0.0,134,152,GG
GG22,6.453855624549603,137,161,GG
GG22,13.447769496428096,142,161,GG
GG22,18.63049902988802,151,155,GG
GG22,23.65261855421817,149,155,GG
GG23,0.0,41,134,GG
GG23,6.733786127840386,31,139,GG
GG23,13.093620895349122,29,150,GG
GG23,19.489747462229758,35,158,GG
GG23,27.877089048382544,41,162,GG
GG24,0.0,265,84,GG
GG24,8.142805888413868,253,84,GG
GG24,15.746405831471813,240,84,GG
GG24,20.59703564021426,235,76,GG
GG24,25.82319188726342,238,72,GG
GG25,0.0,211,206,GG
GG25,4.903486953217738,204,206,GG
GG25,11.490315133788485,192,206,GG
GG25,16.075162463748647,186,209,GG
GG25,22.17487766002004,180,213,GG
GG26,0.0,116,81,GG
GG26,4.0734403017127745,120,77,GG
GG26,10.559996452193516,130,76,GG
GG26,16.75203208007327,139,76,GG
GG26,21.38029509871005,142,75,GG
GG27,0.0,234,162,GG
GG27,3.6476746136441984,234,168,GG
GG27,9.377804516242769,240,179,GG
GG27,15.840242073831433,234,191,GG
GG27,22.62270346388557,225,197,GG
GG27,30.420104230616865,225,196,GG
GG28,0.0,109,72,GG
GG28,4.279058350991061,109,79,GG
GG28,10.613204353179604,111,86,GG
GG28,15.697559254419858,104,91,GG
